cx_logd;cx_logp;cx_most_apka;cx_most_bpka;alogp;aromatic_rings;full_molformula;full_mwt;hba;hbd;heavy_atoms;molecular_species;mw_freebase;mw_monoisotopic;num_alerts;num_ro5_violations;psa;qed_weighted;ro3_pass;rtb
"-1.68";"1.40";"3.48";null;"1.23";1;"C9H8O4";"180.16";4;1;13;"ACID";"180.16";"180.0423";2;0;"63.60";"0.56";"N";3
